



94268.52,1984.24,32.71,9.33,-0.53,-0.63,0.00,0.01,-0.02,0.000000,0.000000
94267.50,1984.54,32.71,9.33,-0.75,-0.70,0.01,0.01,-0.01,0.000000,0.000000
94269.20,1984.04,32.71,9.31,-0.63,-0.58,-0.01,0.01,-0.01,0.000000,0.000000
94266.61,1984.79,32.71,9.33,-0.47,-0.50,0.00,0.01,-0.01,0.000000,0.000000
94269.34,1984.00,32.71,9.28,-0.56,-0.53,0.00,0.01,-0.02,0.000000,0.000000
94267.67,1984.49,32.71,9.34,-0.75,-0.59,-0.00,0.01,-0.01,0.000000,0.000000
94269.02,1984.10,32.72,9.33,-0.59,-0.72,-0.00,0.01,-0.01,0.000000,0.000000
94268.67,1984.20,32.72,9.33,-0.43,-0.48,0.00,0.01,-0.01,0.000000,0.000000
94267.47,1984.55,32.71,9.32,-0.59,-0.52,-0.00,0.01,-0.02,0.000000,0.000000
94267.83,1984.44,32.72,9.30,-0.82,-0.59,-0.00,0.01,-0.01,0.000000,0.000000
94267.66,1984.49,32.72,9.33,-0.54,-0.61,-0.00,0.01,-0.01,0.000000,0.000000
94267.66,1984.49,32.72,9.35,-0.45,-0.46,0.00,0.01,-0.02,0.000000,0.000000
94267.16,1984.63,32.71,9.37,-0.64,-0.56,-0.01,0.01,-0.02,0.000000,0.000000
94265.61,1985.08,32.72,9.28,-0.78,-0.73,-0.00,0.01,-0.01,0.000000,0.000000
94267.81,1984.45,32.72,9.33,-0.47,-0.61,0.00,0.00,-0.01,0.000000,0.000000
94266.28,1984.89,32.72,9.35,-0.40,-0.43,0.01,0.01,-0.01,0.000000,0.000000
94268.50,1984.25,32.72,9.28,-0.62,-0.64,-0.01,0.01,-0.02,0.000000,0.000000
94267.47,1984.55,32.72,9.29,-0.74,-0.72,-0.00,0.01,-0.01,0.000000,0.000000
94268.49,1984.25,32.72,9.43,-0.34,-0.48,0.01,0.01,-0.01,0.000000,0.000000
94266.97,1984.69,32.72,9.28,-0.47,-0.58,-0.01,0.01,-0.02,0.000000,0.000000
94264.92,1985.28,32.72,9.29,-0.75,-0.65,0.00,0.01,-0.01,0.000000,0.000000
94268.33,1984.30,32.72,9.26,-0.52,-0.68,0.00,0.01,-0.01,0.000000,0.000000
94269.00,1984.10,32.72,9.29,-0.53,-0.47,0.00,0.01,-0.01,0.000000,0.000000
94268.16,1984.35,32.72,9.37,-0.62,-0.62,0.00,0.01,-0.01,0.000000,0.000000
94268.50,1984.25,32.72,9.34,-0.68,-0.65,0.01,0.01,-0.01,0.000000,0.000000
94266.63,1984.79,32.72,9.31,-0.51,-0.52,0.00,0.01,-0.01,0.000000,0.000000
94268.31,1984.30,32.71,9.34,-0.47,-0.48,-0.00,0.01,-0.02,0.000000,0.000000
94266.95,1984.39,32.72,9.32,-0.70,-0.65,0.00,0.01,-0.01,0.000000,0.000000
94268.16,1984.35,32.72,9.34,-0.60,-0.55,0.00,0.01,-0.00,0.000000,0.000000
94267.98,1984.39,32.72,9.30,-0.37,-0.45,-0.00,0.01,-0.01,0.000000,0.000000
94267.98,1984.39,32.72,9.35,-0.61,-0.55,-0.00,0.01,-0.02,0.000000,0.000000
94269.19,1984.05,32.72,9.33,-0.76,-0.54,-0.00,0.01,-0.01,0.000000,0.000000
94266.97,1984.69,32.72,9.30,-0.54,-0.66,0.00,0.01,-0.01,0.000000,0.000000
94268.50,1984.10,32.72,9.34,-0.39,-0.57,-0.00,0.01,-0.02,0.000000,0.000000
94268.16,1984.35,32.72,9.34,-0.72,-0.62,-0.00,0.01,-0.02,0.000000,0.000000
94270.38,1983.70,32.72,9.26,-0.59,-0.68,-0.00,0.00,-0.01,0.000000,0.000000
94268.50,1984.25,32.72,9.31,-0.35,-0.52,0.00,0.01,-0.01,0.000000,0.000000
94266.13,1984.93,32.72,9.27,-0.65,-0.53,-0.00,0.01,-0.02,0.000000,0.000000
94267.66,1984.49,32.72,9.27,-0.69,-0.65,-0.00,0.01,-0.01,0.000000,0.000000
94270.03,1983.80,32.72,9.36,-0.54,-0.58,0.00,0.01,-0.01,0.000000,0.000000
94268.84,1984.15,32.72,9.33,-0.51,-0.54,-0.00,0.01,-0.02,0.000000,0.000000
94267.99,1984.39,32.72,9.37,-0.65,-0.60,-0.00,0.01,-0.01,0.000000,0.000000
94268.50,1984.25,32.72,9.27,-0.71,-0.68,0.00,0.01,-0.01,0.000000,0.000000
94268.31,1984.30,32.71,9.39,-0.46,-0.54,0.00,0.01,-0.01,0.000000,0.000000
94270.38,1983.70,32.72,9.30,-0.48,-0.55,-0.00,0.01,-0.02,0.000000,0.000000
94268.51,1984.24,32.72,9.31,-0.69,-0.67,0.00,0.01,-0.02,0.000000,0.000000
94268.67,1984.20,32.72,9.35,-0.64,-0.49,0.00,0.01,-0.01,0.000000,0.000000
94266.98,1984.69,32.72,9.35,-0.53,-0.50,-0.00,0.01,-0.01,0.000000,0.000000
94269.70,1983.90,32.72,9.34,-0.62,-0.66,0.00,0.01,-0.02,0.000000,0.000000
94268.16,1984.35,32.72,9.29,-0.64,-0.62,0.01,0.01,-0.01,0.000000,0.000000
94265.94,1984.99,32.71,9.33,-0.54,-0.58,0.00,0.01,-0.01,0.000000,0.000000
94268.00,1984.39,32.72,9.40,-0.46,-0.41,0.00,0.01,-0.01,0.000000,0.000000
94269.02,1984.10,32.72,9.32,-0.64,-0.59,0.00,0.01,-0.02,0.000000,0.000000
94268.17,1984.34,32.72,9.31,-0.64,-0.55,-0.00,0.01,-0.01,0.000000,0.000000
94267.66,1984.49,32.72,9.33,-0.50,-0.56,0.00,0.01,-0.01,0.000000,0.000000
94271.41,1983.40,32.72,9.29,-0.60,-0.59,-0.00,0.01,-0.01,0.000000,0.000000
94267.33,1984.59,32.71,9.34,-0.67,-0.65,0.00,0.01,-0.01,0.000000,0.000000
94267.84,1984.44,32.71,9.33,-0.59,-0.59,-0.00,0.01,-0.01,0.000000,0.000000
94267.84,1984.44,32.71,9.29,-0.58,-0.57,-0.00,0.01,-0.01,0.000000,0.000000
94267.47,1984.55,32.71,9.29,-0.62,-0.68,-0.00,0.01,-0.02,0.000000,0.000000
94269.84,1983.86,32.71,9.29,-0.67,-0.67,-0.00,0.01,-0.01,0.000000,0.000000
94269.53,1983.95,32.72,9.31,-0.50,-0.62,0.00,0.01,-0.01,0.000000,0.000000
94269.00,1984.10,32.71,9.31,-0.60,-0.59,0.00,0.01,-0.01,0.000000,0.000000
94269.53,1983.95,32.72,9.32,-0.70,-0.65,0.00,0.01,-0.01,0.000000,0.000000
94268.15,1984.35,32.71,9.29,-0.55,-0.57,0.00,0.01,-0.01,0.000000,0.000000
94268.86,1984.14,32.71,9.40,-0.55,-0.55,0.00,0.01,-0.01,0.000000,0.000000
94270.38,1983.70,32.72,9.35,-0.57,-0.53,-0.00,0.01,-0.02,0.000000,0.000000
94269.51,1983.95,32.71,9.32,-0.61,-0.60,-0.00,0.01,-0.01,0.000000,0.000000
94270.70,1983.61,32.71,9.40,-0.53,-0.58,0.00,0.00,-0.01,0.000000,0.000000
94269.00,1984.10,32.71,9.30,-0.50,-0.58,-0.00,0.01,-0.02,0.000000,0.000000
94271.23,1983.45,32.72,9.31,-0.63,-0.66,-0.00,0.01,-0.01,0.000000,0.000000
94270.36,1983.71,32.71,9.30,-0.55,-0.59,0.00,0.01,-0.01,0.000000,0.000000
94268.15,1984.35,32.71,9.32,-0.46,-0.48,-0.00,0.01,-0.01,0.000000,0.000000
94269.38,1983.99,32.71,9.34,-0.57,-0.57,-0.00,0.01,-0.01,0.000000,0.000000
94267.47,1984.55,32.71,9.27,-0.66,-0.63,0.00,0.01,-0.01,0.000000,0.000000
94268.52,1984.24,32.71,9.37,-0.58,-0.63,0.00,0.01,-0.01,0.000000,0.000000
94269.17,1984.05,32.71,9.33,-0.45,-0.64,0.00,0.01,-0.01,0.000000,0.000000
94269.17,1984.05,32.71,9.36,-0.58,-0.62,0.00,0.01,-0.01,0.000000,0.000000
94265.77,1985.04,32.71,9.34,-0.67,-0.63,0.00,0.01,-0.01,0.000000,0.000000
94268.34,1984.29,32.71,9.34,-0.45,-0.48,0.00,0.01,-0.01,0.000000,0.000000
94267.50,1984.54,32.71,9.31,-0.62,-0.54,-0.00,0.01,-0.01,0.000000,0.000000
94268.69,1984.19,32.71,9.33,-0.66,-0.72,0.00,0.01,-0.01,0.000000,0.000000
94268.18,1984.34,32.71,9.33,-0.50,-0.53,0.00,0.01,-0.01,0.000000,0.000000
94269.20,1984.04,32.71,9.27,-0.57,-0.50,-0.00,0.01,-0.01,0.000000,0.000000
94268.52,1984.24,32.71,9.30,-0.63,-0.61,-0.00,0.01,-0.02,0.000000,0.000000
94270.53,1983.66,32.71,9.35,-0.65,-0.62,-0.00,0.01,-0.01,0.000000,0.000000
94267.16,1984.63,32.71,9.31,-0.61,-0.70,0.00,0.01,-0.01,0.000000,0.000000
94269.04,1984.09,32.71,9.32,-0.55,-0.60,0.00,0.01,-0.02,0.000000,0.000000
94267.16,1984.63,32.71,9.32,-0.69,-0.71,0.00,0.01,-0.01,0.000000,0.000000
94269.38,1983.99,32.71,9.32,-0.61,-0.64,0.00,0.01,-0.01,0.000000,0.000000
94265.30,1985.17,32.71,9.35,-0.57,-0.51,-0.00,0.01,-0.01,0.000000,0.000000
94268.86,1984.14,32.71,9.33,-0.62,-0.57,-0.00,0.01,-0.01,0.000000,0.000000
94269.55,1983.94,32.71,9.28,-0.61,-0.70,-0.00,0.01,-0.02,0.000000,0.000000
94270.06,1983.79,32.71,9.28,-0.58,-0.55,-0.00,0.01,-0.01,0.000000,0.000000
94267.67,1984.49,32.71,9.34,-0.52,-0.57,-0.00,0.01,-0.01,0.000000,0.000000
94270.06,1983.79,32.71,9.30,-0.62,-0.63,-0.00,0.01,-0.02,0.000000,0.000000
94270.23,1983.75,32.71,9.36,-0.64,-0.50,-0.00,0.01,-0.01,0.000000,0.000000
94270.73,1983.60,32.71,9.29,-0.54,-0.49,-0.00,0.01,-0.01,0.000000,0.000000
94269.38,1983.99,32.71,9.32,-0.64,-0.59,-0.00,0.01,-0.01,0.000000,0.000000
94266.81,1984.73,32.70,9.27,-0.61,-0.70,0.00,0.01,-0.01,0.000000,0.000000
94266.66,1984.78,32.71,9.35,-0.51,-0.61,-0.00,0.01,-0.01,0.000000,0.000000
94267.84,1984.43,32.71,9.35,-0.55,-0.56,-0.00,0.01,-0.01,0.000000,0.000000
94267.33,1984.59,32.71,9.28,-0.55,-0.62,-0.00,0.01,-0.01,0.000000,0.000000
94267.50,1984.54,32.71,9.36,-0.60,-0.61,0.00,0.01,-0.01,0.000000,0.000000
94270.58,1983.64,32.71,9.29,-0.50,-0.57,-0.00,0.01,-0.01,0.000000,0.000000
94268.88,1984.14,32.71,9.32,-0.55,-0.63,0.00,0.01,-0.01,0.000000,0.000000
94267.68,1984.48,32.71,9.33,-0.67,-0.76,0.00,0.01,-0.01,0.000000,0.000000
94269.03,1984.09,32.71,9.28,-0.54,-0.60,-0.00,0.01,-0.01,0.000000,0.000000
94270.23,1983.75,32.71,9.33,-0.56,-0.64,-0.00,0.01,-0.01,0.000000,0.000000
94267.34,1984.58,32.71,9.30,-0.66,-0.63,0.01,0.01,-0.01,0.000000,0.000000
94267.00,1984.68,32.71,9.30,-0.53,-0.73,-0.00,0.01,-0.01,0.000000,0.000000
94269.03,1984.09,32.71,9.33,-0.55,-0.65,0.00,0.01,-0.01,0.000000,0.000000
94269.72,1983.89,32.71,9.37,-0.57,-0.56,0.00,0.01,-0.02,0.000000,0.000000
94270.22,1983.75,32.70,9.35,-0.59,-0.47,0.00,0.01,-0.01,0.000000,0.000000
94271.42,1983.40,32.71,9.67,-0.56,-0.73,-0.00,0.03,-0.01,0.000000,0.000000
94270.05,1983.80,32.70,10.05,-0.54,-0.11,0.00,-0.03,-0.01,0.000000,0.000000
94269.88,1983.85,32.70,9.75,-0.55,-0.41,-0.00,0.04,-0.01,0.000000,0.000000
94270.55,1983.65,32.70,9.47,-0.67,-0.57,-0.00,0.00,-0.01,0.000000,0.000000
94271.91,1983.26,32.70,9.39,-0.55,-0.45,0.00,0.01,-0.01,0.000000,0.000000
94270.38,1983.70,32.70,9.31,-0.54,-0.62,-0.00,0.01,-0.01,0.000000,0.000000
94269.53,1983.95,32.70,9.33,-0.54,-0.57,-0.00,0.01,-0.01,0.000000,0.000000
94272.77,1983.01,32.70,9.24,-0.61,-0.64,-0.00,0.01,-0.02,0.000000,0.000000
94271.23,1983.45,32.70,9.28,-0.62,-0.48,0.00,0.01,-0.01,0.000000,0.000000
94266.48,1984.83,32.71,9.33,-0.59,-0.58,0.00,0.01,-0.01,0.000000,0.000000
94267.50,1984.54,32.71,9.34,-0.58,-0.59,0.00,0.01,-0.01,0.000000,0.000000
94267.84,1984.43,32.71,9.32,-0.60,-0.51,-0.00,0.01,-0.01,0.000000,0.000000
94270.41,1983.70,32.71,9.29,-0.57,-0.57,-0.00,0.01,-0.01,0.000000,0.000000
94267.00,1984.68,32.71,9.33,-0.57,-0.62,0.00,0.01,-0.01,0.000000,0.000000
94267.16,1984.59,32.70,9.37,-0.63,-0.64,-0.00,0.01,-0.01,0.000000,0.000000
94266.31,1984.88,32.70,9.32,-0.53,-0.66,0.00,0.01,-0.01,0.000000,0.000000
94267.83,1984.44,32.70,9.32,-0.52,-0.55,0.00,0.01,-0.02,0.000000,0.000000
94265.62,1985.08,32.70,9.34,-0.65,-0.62,0.00,0.01,-0.01,0.000000,0.000000
94267.49,1984.54,32.70,9.37,-0.63,-0.55,0.00,0.01,-0.01,0.000000,0.000000
94268.34,1984.29,32.70,9.32,-0.53,-0.59,-0.00,0.01,-0.01,0.000000,0.000000
94267.48,1984.54,32.70,9.34,-0.59,-0.59,-0.00,0.01,-0.01,0.000000,0.000000
94268.17,1984.34,32.70,9.29,-0.63,-0.65,0.00,0.01,-0.01,0.000000,0.000000
94270.39,1983.70,32.70,9.33,-0.56,-0.66,-0.00,0.01,-0.01,0.000000,0.000000
94269.70,1983.90,32.70,9.33,-0.53,-0.54,0.00,0.01,-0.02,0.000000,0.000000
94269.03,1984.09,32.70,9.33,-0.59,-0.64,-0.00,0.01,-0.01,0.000000,0.000000
94271.08,1983.50,32.70,9.30,-0.62,-0.59,-0.00,0.01,-0.01,0.000000,0.000000
94268.87,1984.14,32.70,9.31,-0.50,-0.56,0.00,0.01,-0.01,0.000000,0.000000
94271.42,1983.40,32.70,9.30,-0.57,-0.61,-0.00,0.01,-0.01,0.000000,0.000000
94269.72,1983.89,32.70,9.33,-0.60,-0.59,0.00,0.01,-0.01,0.000000,0.000000
94269.38,1983.99,32.70,9.31,-0.53,-0.60,-0.00,0.01,-0.01,0.000000,0.000000
94269.53,1983.95,32.70,9.32,-0.61,-0.62,-0.00,0.01,-0.01,0.000000,0.000000
94271.08,1983.50,32.70,9.37,-0.59,-0.63,-0.00,0.01,-0.01,0.000000,0.000000
94268.18,1984.34,32.70,9.31,-0.62,-0.69,-0.00,0.01,-0.01,0.000000,0.000000
94269.88,1983.85,32.70,9.32,-0.61,-0.61,0.00,0.01,-0.01,0.000000,0.000000
94269.38,1983.99,32.70,9.34,-0.51,-0.58,0.00,0.01,-0.01,0.000000,0.000000
94267.33,1984.59,32.70,9.35,-0.66,-0.63,-0.00,0.01,-0.01,0.000000,0.000000
94272.27,1983.15,32.70,9.48,-0.59,-0.56,0.00,0.01,-0.01,0.000000,0.000000
94269.20,1984.04,32.70,9.25,-0.55,-0.64,-0.00,0.01,-0.01,0.000000,0.000000
94269.88,1983.85,32.70,9.41,-0.54,-0.54,-0.00,0.01,-0.01,0.000000,0.000000
94268.52,1984.24,32.70,9.43,-0.58,-0.58,0.00,0.01,-0.01,0.000000,0.000000
94264.43,1985.42,32.70,9.23,-0.54,-0.58,-0.00,0.01,-0.01,0.000000,0.000000
94268.18,1984.34,32.70,9.30,-0.58,-0.61,0.00,0.01,-0.01,0.000000,0.000000
94268.00,1984.39,32.70,9.28,-0.65,-0.59,-0.00,0.01,-0.02,0.000000,0.000000
94268.34,1984.29,32.70,9.36,-0.55,-0.47,0.00,0.01,-0.01,0.000000,0.000000
94267.17,1984.63,32.71,9.28,-0.55,-0.63,0.00,0.01,-0.02,0.000000,0.000000
94267.68,1984.48,32.71,9.36,-0.62,-0.69,-0.00,0.01,-0.01,0.000000,0.000000
94269.55,1983.94,32.71,9.37,-0.54,-0.67,0.00,0.01,-0.01,0.000000,0.000000
94267.50,1984.54,32.71,9.33,-0.53,-0.62,0.00,0.01,-0.01,0.000000,0.000000
94269.38,1983.99,32.71,9.35,-0.57,-0.51,0.00,0.01,-0.01,0.000000,0.000000
94269.89,1983.84,32.71,9.36,-0.57,-0.62,-0.00,0.01,-0.01,0.000000,0.000000
94269.19,1984.05,32.70,9.37,-0.55,-0.59,-0.00,0.01,-0.01,0.000000,0.000000
94268.88,1984.14,32.71,9.32,-0.58,-0.59,0.00,0.01,-0.01,0.000000,0.000000
94270.74,1983.60,32.71,9.36,-0.62,-0.54,0.00,0.01,-0.01,0.000000,0.000000
94268.34,1984.29,32.70,9.30,-0.60,-0.62,0.00,0.01,-0.01,0.000000,0.000000
94270.58,1983.64,32.71,9.33,-0.62,-0.68,-0.00,0.01,-0.01,0.000000,0.000000
94269.21,1984.04,32.71,9.34,-0.63,-0.56,-0.00,0.01,-0.01,0.000000,0.000000
94270.74,1983.60,32.71,9.34,-0.62,-0.59,-0.00,0.01,-0.01,0.000000,0.000000
94268.69,1984.19,32.71,9.28,-0.55,-0.60,0.00,0.01,-0.01,0.000000,0.000000
94270.73,1983.60,32.71,9.33,-0.56,-0.56,0.00,0.01,-0.01,0.000000,0.000000
94269.89,1983.84,32.71,9.33,-0.62,-0.68,-0.00,0.01,-0.01,0.000000,0.000000
94271.42,1983.40,32.71,9.29,-0.58,-0.64,0.00,0.01,-0.01,0.000000,0.000000
94269.38,1983.99,32.71,9.30,-0.57,-0.67,-0.00,0.01,-0.01,0.000000,0.000000
94268.86,1984.14,32.71,9.33,-0.55,-0.45,0.00,0.01,-0.01,0.000000,0.000000
94269.51,1983.95,32.71,9.30,-0.60,-0.59,0.00,0.01,-0.02,0.000000,0.000000
94269.20,1984.04,32.71,9.30,-0.63,-0.56,0.00,0.01,-0.02,0.000000,0.000000
94270.73,1983.60,32.71,9.34,-0.47,-0.47,-0.00,0.01,-0.01,0.000000,0.000000
94271.92,1983.25,32.71,9.31,-0.55,-0.63,0.00,0.01,-0.01,0.000000,0.000000
94267.50,1984.54,32.71,9.24,-0.62,-0.52,-0.00,0.01,-0.01,17.249949,74.005630
94270.05,1983.80,32.71,9.31,-0.52,-0.63,-0.00,0.01,-0.01,17.249949,74.005630
94268.86,1984.14,32.71,9.36,-0.61,-0.62,-0.00,0.01,-0.01,17.249949,74.005630
94267.16,1984.63,32.71,9.35,-0.62,-0.71,0.00,0.01,-0.01,17.249949,74.005630
94270.91,1983.55,32.71,9.37,-0.63,-0.67,0.00,0.01,-0.01,17.249949,74.005630
94271.41,1983.40,32.71,9.39,-0.59,-0.55,-0.00,0.01,-0.01,17.249949,74.005630
94270.73,1983.60,32.71,9.31,-0.59,-0.52,0.00,0.01,-0.01,17.249949,74.005630
94272.10,1983.20,32.71,9.33,-0.57,-0.55,0.00,0.01,-0.01,17.249949,74.005630
94269.21,1984.04,32.71,9.33,-0.62,-0.49,0.00,0.01,-0.01,17.249949,74.005630
94271.42,1983.40,32.71,9.35,-0.59,-0.53,0.00,0.01,-0.01,17.249949,74.005630
94267.84,1984.43,32.71,9.28,-0.60,-0.60,-0.00,0.01,-0.01,17.249949,74.005630
94270.06,1983.79,32.71,9.29,-0.60,-0.61,-0.00,0.01,-0.02,17.249949,74.005630
94269.38,1983.99,32.71,9.30,-0.55,-0.62,0.00,0.01,-0.01,17.249949,74.005630
94270.73,1983.60,32.71,9.37,-0.57,-0.53,-0.00,0.01,-0.01,17.249947,74.005630
94268.01,1984.39,32.71,9.37,-0.60,-0.55,0.00,0.01,-0.01,17.249947,74.005630
94266.98,1984.68,32.71,9.34,-0.59,-0.63,0.00,0.01,-0.01,17.249947,74.005630
94269.51,1983.95,32.71,9.31,-0.55,-0.68,0.00,0.01,-0.01,17.249947,74.005630
94268.15,1984.35,32.71,9.27,-0.57,-0.55,-0.00,0.01,-0.01,17.249947,74.005630
94269.38,1983.99,32.71,9.33,-0.56,-0.61,0.00,0.01,-0.01,17.249947,74.005630
94270.05,1983.80,32.71,9.25,-0.65,-0.62,-0.00,0.01,-0.02,17.249947,74.005630
94268.66,1984.20,32.71,9.33,-0.53,-0.68,0.00,0.01,-0.01,17.249947,74.005630
94271.25,1983.45,32.71,9.35,-0.58,-0.57,-0.00,0.01,-0.01,17.249947,74.005630
94271.08,1983.50,32.71,9.28,-0.58,-0.63,0.00,0.01,-0.01,17.249947,74.005630
94269.71,1983.90,32.71,9.28,-0.58,-0.56,-0.00,0.01,-0.01,17.249947,74.005630
94272.44,1983.11,32.71,9.31,-0.58,-0.52,0.00,0.01,-0.01,17.249947,74.005630
94270.39,1983.70,32.71,9.28,-0.55,-0.60,0.00,0.01,-0.01,17.249947,74.005630
94271.08,1983.50,32.71,9.29,-0.62,-0.60,-0.00,0.01,-0.01,17.249947,74.005630
94269.89,1983.84,32.71,9.31,-0.55,-0.59,-0.00,0.01,-0.01,17.249947,74.005630
94270.91,1983.55,32.71,9.29,-0.48,-0.57,0.00,0.01,-0.01,17.249947,74.005630
94270.23,1983.75,32.71,9.34,-0.61,-0.57,0.00,0.01,-0.02,17.249947,74.005630
94269.54,1983.95,32.71,9.29,-0.62,-0.67,0.00,0.01,-0.01,17.249947,74.005630
94268.36,1984.29,32.71,9.29,-0.55,-0.51,0.00,0.01,-0.01,17.249947,74.005630
94270.56,1983.65,32.71,9.38,-0.68,-0.65,-0.00,0.01,-0.01,17.249947,74.005630
94269.89,1983.84,32.71,9.36,-0.60,-0.59,-0.00,0.01,-0.01,17.249947,74.005630
94271.42,1983.40,32.71,9.35,-0.57,-0.55,-0.00,0.01,-0.01,17.249947,74.005630
94268.52,1984.24,32.71,9.36,-0.55,-0.62,0.00,0.01,-0.01,17.249947,74.005630
94266.81,1984.73,32.71,9.34,-0.57,-0.62,-0.00,0.01,-0.01,17.249947,74.005630
94268.66,1984.20,32.71,9.33,-0.59,-0.50,-0.00,0.01,-0.01,17.249947,74.005630
94268.15,1984.35,32.71,9.35,-0.55,-0.55,0.00,0.01,-0.01,17.249947,74.005630
94269.20,1984.04,32.71,9.34,-0.57,-0.63,-0.00,0.01,-0.01,17.249945,74.005630
94268.15,1984.49,32.71,9.30,-0.65,-0.54,0.00,0.00,-0.01,17.249945,74.005630
94266.78,1984.74,32.71,9.30,-0.57,-0.57,0.00,0.01,-0.01,17.249945,74.005630
94267.99,1984.39,32.72,9.33,-0.65,-0.61,-0.00,0.01,-0.02,17.249945,74.005630
94271.06,1983.50,32.72,9.35,-0.59,-0.60,-0.00,0.01,-0.01,17.249945,74.005630
94268.17,1984.34,32.72,9.34,-0.61,-0.64,-0.00,0.01,-0.02,17.249945,74.005630
94270.55,1983.65,32.72,9.29,-0.61,-0.43,0.00,0.00,-0.01,17.249945,74.005630
94270.88,1983.65,32.72,9.33,-0.58,-0.57,0.00,0.01,-0.01,17.249945,74.005630
94270.72,1983.60,32.72,9.34,-0.59,-0.71,-0.00,0.01,-0.01,17.249945,74.005630
94270.72,1983.60,32.72,9.28,-0.58,-0.63,0.00,0.01,-0.01,17.249945,74.005630
94270.89,1983.55,32.72,9.33,-0.58,-0.50,0.00,0.01,-0.02,17.249945,74.005630
94270.21,1983.75,32.72,9.31,-0.57,-0.53,0.00,0.01,-0.01,17.249945,74.005630
94270.72,1983.60,32.72,9.31,-0.64,-0.57,-0.00,0.01,-0.01,17.249945,74.005630
94270.20,1983.85,32.72,9.28,-0.59,-0.59,-0.00,0.01,-0.01,17.249943,74.005630
94268.67,1984.20,32.72,9.36,-0.60,-0.61,0.00,0.01,-0.01,17.249943,74.005630
94269.19,1984.05,32.72,9.32,-0.60,-0.58,-0.00,0.01,-0.01,17.249943,74.005630
94268.67,1984.20,32.72,9.27,-0.61,-0.67,0.00,0.01,-0.01,17.249943,74.005630
94269.01,1984.10,32.72,9.34,-0.53,-0.57,0.00,0.01,-0.01,17.249943,74.005630
